generation,oob,time
1,0.02632252028759474,84.52988909999976
1,0.9972333595412756,230.65313609999976
1,0.026370280948525227,318.12153480000006
1,0.026310953855449237,380.38226810000015
1,0.9776784349351612,529.2526021999997
1,0.9921649780932543,666.1128851999997
1,0.9884001341118256,808.4751888999999
1,0.9985097782305459,945.1455191
1,0.9870294266493157,1081.3840556
1,0.9889782444461367,1218.2458891
2,0.02638064748488489,1352.7705193999996
2,0.026349193542195004,1486.4860253000002
2,0.026377324529225255,1569.0716794999998
2,0.026320682949070418,1703.5923053999998
2,0.9781832733357932,1839.7266415
2,0.02634397818161438,1976.3620191999998
2,0.9940259208410165,2113.5563649
2,1.0,2251.7216934000003
2,0.9877712168353732,2388.7643408
2,0.13108028074401257,2526.8050079
3,0.02635440499863617,2660.6567007
3,0.9723980421280711,2798.7085485000002
3,1.0,2935.8230404
3,0.9611570478322694,3074.3156172
3,0.9999212491434638,3211.907941
3,0.9882308486372352,3354.2622895
3,0.9923915859828208,3493.7070888000003
