,oob,time
0,0.026372172275823114,89.66121239999984
1,0.026372172275823114,355.41341980000016
2,0.026368237112536996,650.5933733000002
3,0.0263624258415609,800.3731461000002
4,0.026377056346367334,1048.1993847999997
5,0.026379592268838015,1304.9897137000003
6,0.02637831330714757,1560.7184851
7,0.026377417678045245,1806.8379825
8,0.026376375144029574,2050.2714011
9,0.026377352649146313,2300.4278491
10,0.026378602834245424,2567.5287909999997
11,0.026371813011590306,2835.9880614999997
12,0.02637342410687582,3100.2223381999997
13,0.026344418972873207,3353.169943
14,0.026374567082705802,3597.5019773
